24694	68	55	54	50	42	78	39	47	26	20	63	73	86	12	55	71	75	59	65	37	36	38	24	55	25	77	2	90	46	69	30	87	78	52	9	18	49	31	67	65	25	76	65	92	15	9	62	31	62	65	19	82	28	46	51	56	54	55	67	87	25	82	17	67	33	44	79	49	68	12	98	90	22	73	60	37	80	84	15	37	70	98	99	50	34	46	65	65	86	57	61	2	84	73	89	65	68	39	63	5	86	1	10	81	6	76	19	87	8	50	89	78	91	34	6	66	49	10	76	63	47	61	40	22	79	98	36	74	3	10	31	67	40	98	33	0	7	11	83	75	51	5	54	49	99	45	11	37	97	62	70	65	11	78	95	27	60	30	0	94	31	31	21	78	4	83	20	19	71	40	64	60	25	62	92	19	44	71	24	36	94	38	28	64	57	84	24	91	73	23	74	28	27	8	10	99	41	16	75	83	86	53	10	59	7	18	76	99	21	84	87	55	89	26	13	59	50	87	93	39	26	47	42	93	7	43	77	21	47	45	89	12	18	44	37	80	0	83	98	38	7	20	13	77	21	63	43	23	60	31	35	58	53	20	72	40	4	42	4	22	7	63	4	33	45	67	64	18	4	83	1	28	16	15	54	43	58	99	20	3	5	53	90	89	52	44	51	66	21	72	41	70	40	44	86	47	58	48	85	29	48	97	51	0	14	73	30	84	33	67	37	20	81	59	66	35	15	70	53	70	46	1	45	62	90	14	84	61	58	42	90	59	18	12	98	27	77	59	96	57	69	52	2	70	27	54	42	18	92	30	40	65	44	28	8	46	62	15	34	24	24	1	8	41	1	38	79	20	56	39	14	73	54	84	79	20	27	43	32	18	1	71	25	99	21	87	22	65	91	1	27	91	12	45	75	6	74	30	86	68	83	46	78	37	69	45	84	15	13	24	86	76	17	59	76	95	68	77	87	16	37	78	5	59	59	26	58	68	11	60	63	98	98	77	21	9	89	30	20	2	26	71	93	88	77	37	44	86	78	26	2	90	93	68	30	68	43	96	62	35	79	48	37	11	58	62	11	40	54	19	8	42	17	78	8	5	80	37	39	43	97	98	72	32	10	6	87	57	59	71	0	40	75	30	94	51	93	63	55	
61	25750	92	98	18	83	61	72	54	67	19	11	80	54	37	81	0	44	8	83	8	99	46	39	58	58	36	97	50	75	63	73	73	64	68	75	38	49	14	24	51	88	97	77	23	88	41	98	40	18	85	1	40	28	16	43	12	32	52	41	46	90	77	63	42	57	16	21	63	39	69	18	24	74	73	2	75	93	64	67	96	76	58	12	78	39	64	24	17	5	85	49	83	67	46	24	88	90	39	19	60	83	92	38	84	82	99	86	87	93	53	31	3	50	54	91	62	42	8	44	18	71	65	54	40	32	22	93	20	87	91	34	70	44	91	55	3	20	46	4	96	81	98	91	82	24	58	51	73	18	10	85	82	47	6	7	6	8	93	33	81	20	14	29	83	14	44	34	82	45	75	4	44	43	53	2	59	58	34	80	6	76	60	91	77	30	78	89	80	83	82	29	36	46	69	17	98	21	61	94	84	91	30	11	57	5	10	13	45	0	6	73	65	90	90	95	28	30	35	63	42	13	19	25	15	31	35	77	92	57	92	15	65	80	75	53	3	85	67	95	84	79	46	34	35	38	70	20	22	77	17	27	48	18	30	20	44	64	82	2	55	78	55	99	46	14	30	69	92	5	87	77	49	69	81	72	43	59	67	79	43	13	22	58	3	51	52	71	7	46	96	19	54	76	7	72	38	11	99	36	50	16	5	78	7	31	60	39	29	24	88	80	36	64	97	35	18	30	20	61	50	59	50	1	66	40	3	50	85	38	73	74	80	2	94	11	82	74	15	59	78	75	78	14	72	73	41	14	86	4	76	63	51	73	72	60	17	88	41	74	88	11	61	6	95	14	62	40	35	20	34	62	16	47	49	38	19	28	75	61	73	26	94	36	78	98	74	47	42	77	51	75	46	93	63	68	54	34	53	92	13	11	21	91	22	76	17	91	37	37	75	9	97	42	87	5	61	36	56	55	17	92	66	43	83	66	95	33	93	77	15	48	96	34	71	56	45	66	1	10	51	51	32	5	50	33	39	10	30	97	37	51	39	83	94	87	55	61	93	49	28	55	31	47	57	60	62	45	15	49	91	19	80	12	96	31	34	48	2	22	5	11	90	76	39	68	39	81	11	54	48	3	52	84	22	86	99	75	60	88	
25	45	25226	69	72	97	15	67	62	32	29	32	89	7	45	33	30	45	17	94	5	69	60	68	73	12	21	18	82	18	82	46	94	92	88	25	97	56	22	41	54	84	85	25	23	0	79	14	48	59	79	77	27	52	87	61	0	29	59	38	97	8	41	90	53	31	85	52	72	45	92	94	2	23	27	55	89	69	10	85	40	66	10	59	42	81	97	58	6	69	72	12	56	53	45	85	32	96	8	46	97	92	72	44	81	82	54	55	11	97	37	94	17	50	6	0	91	92	6	95	35	63	85	55	39	67	18	51	60	25	36	68	20	73	51	18	99	90	84	88	97	90	41	33	23	3	60	24	66	4	5	24	28	16	14	44	10	80	91	86	34	60	38	69	42	23	88	21	28	90	65	42	3	38	37	11	70	17	84	84	72	31	26	42	23	0	66	46	85	77	36	36	76	11	38	65	5	91	56	40	8	89	98	1	65	54	86	7	2	19	49	55	27	63	79	20	26	91	38	61	92	30	98	89	16	59	18	33	7	85	31	67	11	94	43	82	72	33	19	18	91	10	84	81	5	85	5	42	7	1	53	17	8	94	97	43	44	87	21	44	58	29	60	78	41	22	83	88	90	29	9	15	81	26	72	63	88	96	63	41	4	46	24	35	95	15	60	12	50	85	9	30	52	99	3	58	66	57	27	55	40	76	3	82	12	71	58	96	14	86	11	87	52	9	51	30	95	55	52	20	25	39	71	20	32	62	25	70	22	83	6	84	23	67	90	79	20	53	9	8	98	61	85	3	19	47	97	14	66	99	84	97	89	46	18	69	89	68	66	22	10	91	41	62	53	42	30	51	14	51	14	84	39	50	30	82	4	52	10	28	50	83	69	93	29	66	87	93	29	55	69	35	96	43	47	45	64	1	26	45	60	79	89	70	87	33	25	70	41	16	36	71	33	30	30	63	67	67	37	73	43	12	91	72	78	65	25	14	66	24	55	93	96	55	37	45	37	10	32	18	93	6	68	3	25	82	32	76	86	84	53	80	35	82	92	9	86	90	71	12	61	82	32	36	88	0	22	78	69	69	12	27	92	88	33	53	9	37	43	15	38	23	74	82	25	31	39	67	18	22	68	43	56	64	82	61	6	38	66	35	
81	71	36	24696	32	9	68	24	8	42	68	39	26	1	11	49	41	40	77	68	32	92	40	15	78	4	96	80	28	42	43	75	7	21	69	12	79	0	96	56	67	82	39	6	6	22	56	27	81	80	83	98	30	77	61	46	88	35	86	44	36	89	91	53	95	18	90	20	41	35	45	4	34	86	45	85	11	84	4	59	75	15	42	3	26	76	33	9	74	23	82	93	60	61	61	54	9	85	12	19	62	98	52	52	17	55	77	89	24	56	35	62	99	8	85	70	69	40	1	44	71	19	52	91	37	42	99	68	1	90	22	34	25	32	80	32	79	28	71	99	35	33	58	66	81	32	56	97	11	71	15	75	37	52	36	34	7	5	77	68	79	10	88	87	83	69	22	92	33	22	80	57	34	68	44	52	36	30	80	3	3	65	10	42	10	21	27	14	45	14	98	11	98	61	55	35	28	35	33	96	83	89	95	8	50	0	90	53	1	55	55	44	75	75	91	97	51	71	20	91	33	56	54	99	7	62	78	3	16	43	93	25	81	60	88	29	47	98	90	79	96	2	64	44	49	9	84	80	75	81	28	25	49	76	37	54	2	14	61	42	79	64	78	69	35	35	76	27	24	18	98	92	97	36	60	55	58	2	83	76	84	44	6	40	14	9	67	78	35	52	49	39	12	28	97	41	4	27	54	41	19	7	98	66	32	33	81	30	2	10	72	51	96	55	22	92	84	16	57	89	77	21	33	48	53	55	45	2	37	20	62	13	38	69	32	31	48	72	38	87	17	51	97	58	52	19	20	37	83	44	83	86	85	72	81	52	72	86	86	58	2	69	85	14	58	1	42	26	14	46	91	43	11	27	36	62	80	48	93	96	6	70	11	52	40	34	42	67	10	25	9	67	83	75	18	80	27	55	59	75	82	14	9	15	91	2	57	45	60	93	72	23	50	90	43	21	68	39	38	76	47	95	29	67	20	10	1	83	25	75	80	17	60	49	39	85	6	97	58	5	56	15	73	35	84	27	2	36	89	58	44	61	62	45	94	16	40	21	86	55	39	59	60	74	76	26	41	99	4	55	33	21	55	13	21	21	46	93	77	29	5	75	5	69	41	14	45	17	89	60	6	0	59	2	19	49	10	66	20	39	
46	69	21	30	23812	83	60	40	26	51	44	6	12	15	13	70	99	81	21	65	56	32	82	43	50	1	30	93	93	23	15	61	59	15	16	73	7	7	71	80	83	32	9	38	30	45	3	38	87	66	66	89	45	21	69	52	7	51	17	46	38	10	73	67	44	82	68	64	75	86	68	44	19	92	0	59	0	43	16	41	23	60	3	65	34	35	89	54	7	68	95	9	77	22	55	84	9	42	16	99	60	91	98	17	72	0	42	22	64	6	96	74	43	80	64	16	8	52	74	80	67	17	30	42	24	38	4	44	49	96	20	65	97	2	72	51	10	15	9	94	74	69	52	39	38	41	97	24	23	92	21	72	34	56	71	88	64	90	28	47	21	2	20	0	98	79	40	70	90	62	58	33	87	53	90	2	25	20	70	19	42	54	88	68	5	7	15	81	28	14	67	33	69	55	36	94	81	63	9	66	56	23	62	45	71	84	83	4	43	20	60	18	5	82	5	13	11	18	76	39	18	63	61	41	60	36	77	92	71	1	23	34	15	12	39	27	97	68	4	89	93	5	65	25	89	96	62	55	66	31	16	67	10	32	46	49	90	59	25	25	67	54	90	40	60	69	63	27	46	93	24	1	26	35	94	99	50	32	53	46	42	84	45	57	89	62	94	3	9	31	85	11	75	29	87	54	78	96	48	13	37	85	78	87	91	35	75	50	11	35	33	69	4	45	25	20	11	4	73	88	22	88	10	20	75	42	84	13	10	23	0	72	67	86	36	69	55	52	85	8	9	93	25	17	8	72	62	22	43	54	87	23	96	27	30	41	56	21	54	92	23	9	33	46	3	15	33	33	80	30	82	90	15	8	19	50	65	23	18	77	22	56	69	66	52	7	99	86	46	43	69	5	42	7	49	29	54	37	1	4	15	42	72	32	82	58	34	64	44	81	32	26	27	27	17	75	5	80	11	51	80	23	66	30	83	64	27	2	72	27	39	78	70	23	13	57	29	2	90	91	72	91	92	25	47	66	65	48	57	95	16	52	67	25	79	20	81	56	31	97	12	69	13	50	77	1	75	43	21	9	39	35	66	60	38	50	9	49	75	15	0	95	76	56	58	90	78	27	33	88	41	69	7	31	86	90	23	1	81	84	
90	65	99	1	56	24903	64	14	29	45	12	55	84	37	56	78	5	29	79	94	90	85	92	60	90	55	68	57	6	99	97	95	73	52	28	42	76	48	53	38	5	37	81	30	94	94	92	90	66	66	31	5	93	75	24	52	97	46	89	83	64	80	50	73	58	80	98	77	42	0	51	64	21	45	60	56	86	55	28	67	50	52	85	69	14	35	78	2	89	88	65	28	15	62	99	87	30	33	61	53	76	14	47	12	66	96	31	58	84	12	44	21	44	18	71	11	7	41	22	3	73	5	75	76	64	24	52	6	80	24	32	75	58	38	52	83	38	82	72	83	34	41	75	7	44	62	94	46	15	18	72	22	5	26	5	4	6	2	36	33	12	63	1	2	63	5	60	49	84	26	4	0	86	98	11	49	62	11	26	47	10	72	3	37	21	37	37	12	2	9	68	85	75	96	58	87	27	61	89	86	57	54	78	41	75	55	58	85	87	25	43	78	29	24	72	93	30	31	96	91	39	75	48	50	96	33	32	5	82	71	5	12	27	21	88	89	5	68	45	20	50	32	56	26	31	15	59	16	91	29	74	54	97	45	64	23	15	52	51	21	57	48	98	90	5	15	60	20	5	6	51	41	64	56	50	36	76	27	28	2	36	18	99	40	88	15	56	72	81	23	19	95	71	50	8	86	16	57	91	35	66	55	14	34	16	21	77	11	81	34	31	86	13	85	38	10	17	62	51	42	21	24	3	38	72	91	65	72	94	33	81	94	73	16	16	63	74	20	57	76	61	83	40	49	47	16	93	20	15	12	98	85	43	94	12	54	9	94	48	2	86	92	2	8	72	74	34	1	50	39	82	46	88	9	42	75	6	62	66	77	46	38	29	56	32	36	55	9	48	67	60	25	17	54	25	18	41	95	60	24	69	99	15	66	3	62	86	91	36	39	34	50	63	1	64	88	15	88	45	52	28	33	86	76	57	36	60	88	48	61	74	19	30	89	86	64	33	73	0	61	99	63	8	30	53	4	43	89	68	21	65	30	42	2	2	20	85	84	21	1	91	34	44	47	13	59	29	63	38	22	68	94	94	49	70	65	92	70	25	2	75	3	2	73	80	25	68	40	29	80	89	37	96	96	53	71	79	63	49	8	
5	62	6	6	44	2	24456	89	37	24	83	1	34	75	73	61	74	63	50	26	70	84	97	86	74	74	68	27	15	86	70	22	2	1	48	94	93	26	52	10	56	70	25	53	14	81	79	98	1	20	10	91	0	61	73	42	80	35	17	73	33	51	42	93	37	66	53	62	9	32	86	22	99	84	32	52	43	44	31	98	42	60	53	84	81	46	80	75	74	80	43	10	99	58	7	24	90	85	56	58	68	13	12	46	14	38	11	29	18	0	92	97	14	88	87	9	56	33	59	57	96	9	74	73	59	89	10	49	17	6	34	79	46	32	62	4	69	87	47	92	1	81	46	91	51	63	23	19	35	87	73	20	6	37	13	78	92	97	14	31	27	33	71	28	20	23	31	75	80	81	28	97	57	58	75	9	66	0	18	6	57	76	43	29	44	38	36	86	78	74	44	91	42	21	58	89	96	56	67	36	11	82	84	77	79	40	45	34	59	94	99	44	98	72	49	71	98	70	65	99	61	75	12	47	67	80	27	59	80	68	12	57	74	7	58	7	93	39	80	50	75	66	3	15	62	82	26	31	72	42	53	4	17	34	89	78	59	36	20	9	10	71	27	37	1	96	24	43	93	67	33	34	44	88	74	18	21	15	98	56	22	21	3	58	86	81	4	24	52	6	14	59	60	9	39	69	68	4	3	86	37	44	75	21	44	16	59	57	79	88	18	86	49	89	21	35	12	17	8	90	0	57	0	70	28	97	22	75	36	77	22	47	83	53	71	47	34	98	18	85	4	82	94	57	71	84	19	86	35	50	78	35	70	11	67	17	56	88	48	38	47	77	82	14	18	20	9	5	89	61	16	33	1	52	21	66	89	95	86	7	92	52	13	87	77	74	90	52	7	3	10	34	95	21	90	23	66	71	0	50	3	27	25	42	0	21	24	4	20	34	50	3	21	70	38	30	91	43	75	8	49	0	60	72	18	81	63	55	47	3	81	66	47	30	24	62	70	80	83	59	26	97	46	93	59	17	1	49	91	30	38	55	82	39	37	83	74	76	20	97	12	47	11	65	13	95	2	95	76	26	64	12	25	32	51	41	43	45	73	83	9	35	4	20	2	54	42	31	65	20	62	54	15	41	43	20	37	97	50	17	
27	66	6	44	10	48	20	24248	74	51	5	21	14	5	28	41	43	62	73	17	7	57	5	7	23	49	34	39	70	5	10	80	83	3	77	63	52	62	17	17	96	54	46	59	70	44	93	95	12	46	59	29	18	16	42	5	2	28	36	91	28	43	44	38	34	20	93	41	2	56	96	40	71	59	66	99	32	2	2	92	99	97	72	53	57	24	33	23	90	36	17	77	8	11	63	48	55	48	47	56	88	71	66	7	62	33	21	33	13	31	19	24	48	76	17	93	80	8	63	42	35	86	61	97	66	34	85	37	23	76	94	67	26	51	14	16	2	37	28	37	10	57	57	19	41	35	32	29	27	33	55	42	57	82	84	35	10	75	12	65	54	19	87	14	15	83	4	30	95	50	30	36	78	83	71	70	61	17	80	29	93	6	50	36	75	83	95	55	72	7	23	87	0	82	1	89	81	27	49	77	13	82	36	68	56	83	94	99	91	87	22	73	59	8	26	2	14	78	97	74	31	73	39	29	81	60	76	96	94	21	99	17	0	26	44	22	99	6	4	96	56	36	8	25	29	94	45	18	2	39	54	86	56	26	27	46	88	70	80	24	51	34	25	78	67	4	84	39	56	7	59	15	48	13	25	97	87	94	15	90	71	32	95	37	71	93	35	26	83	92	78	75	99	89	68	84	64	64	48	1	91	50	27	14	63	21	46	18	77	9	82	96	53	84	39	89	16	75	83	58	28	89	25	2	72	4	86	59	9	37	86	14	56	41	86	75	32	25	77	30	90	17	76	74	19	5	2	52	87	80	44	92	24	54	41	42	24	43	78	27	90	52	80	93	86	90	62	20	24	41	17	94	75	34	4	66	43	36	29	17	95	87	29	13	75	2	7	9	60	79	56	12	1	25	69	73	43	81	22	0	44	48	62	51	32	51	51	75	67	4	27	27	45	21	63	73	52	70	30	5	76	56	13	99	69	95	26	4	1	75	15	31	33	46	33	91	13	69	44	73	4	30	60	4	21	9	48	21	1	57	14	76	84	93	80	10	57	62	14	49	25	4	32	61	70	28	49	88	58	60	91	28	37	21	93	23	99	92	66	39	32	80	92	56	52	83	6	63	2	47	57	24	66	43	77	6	70	74	54	97	
35	45	44	20	46	80	4	39	25402	45	9	30	87	87	55	95	25	13	76	72	30	80	89	94	72	98	46	80	91	88	21	67	82	68	53	7	64	76	51	89	49	51	41	78	9	55	3	90	96	7	67	43	46	61	92	31	81	88	93	57	76	88	14	75	30	70	23	92	88	90	84	44	36	2	17	66	39	13	11	93	7	67	50	58	24	79	57	55	63	18	27	25	17	50	11	71	47	71	18	68	26	32	3	29	69	25	80	21	92	4	71	84	83	18	43	99	47	39	96	96	25	73	56	8	89	64	64	27	40	2	38	2	5	5	28	80	20	93	5	2	77	32	27	63	52	99	25	12	56	75	33	67	73	75	24	6	28	84	5	34	62	71	12	29	14	37	92	25	7	53	38	10	57	65	35	45	17	22	8	54	19	14	76	7	95	35	8	50	95	57	50	38	0	66	34	52	96	89	73	75	79	1	50	77	85	32	35	72	22	84	72	13	91	12	50	70	80	34	46	10	6	92	31	69	87	88	1	13	20	48	40	64	71	10	17	74	40	56	51	66	53	88	92	80	84	54	57	98	28	34	12	92	68	27	60	80	95	80	6	90	45	63	70	42	13	63	11	11	91	54	87	72	99	82	15	21	39	19	87	88	78	74	44	37	10	92	1	7	67	62	7	95	88	40	93	82	85	56	68	62	66	4	96	53	95	62	46	66	48	79	42	52	11	74	48	60	23	51	31	41	24	3	98	82	21	21	55	8	36	97	28	44	80	85	80	63	47	69	94	84	30	7	8	94	14	62	90	75	84	55	44	28	93	46	34	2	75	38	78	31	58	71	59	73	42	94	92	68	35	50	99	47	30	62	87	1	80	47	44	32	65	88	49	62	7	15	70	46	70	49	44	17	14	73	62	69	15	65	33	61	12	1	33	31	12	72	29	47	80	81	41	56	89	62	39	28	41	79	64	7	55	80	40	48	44	47	39	88	24	21	17	86	10	31	69	79	35	22	33	26	23	26	17	3	77	82	53	62	44	48	35	81	30	46	74	97	30	78	55	89	44	82	78	71	60	23	41	41	79	27	47	19	57	60	68	69	36	83	14	88	71	81	35	36	23	60	69	20	22	29	43	69	16	97	26	0	7	42	18	99	
95	35	26	41	34	94	50	62	25	24635	81	87	47	52	39	48	61	63	61	16	12	65	28	0	76	63	76	2	26	5	42	77	98	9	34	40	49	91	13	49	0	50	70	28	92	2	63	84	85	43	15	13	12	55	34	79	90	64	52	34	97	32	93	14	1	65	85	57	80	55	31	75	61	47	39	37	7	1	17	93	60	13	68	88	96	3	58	61	36	57	8	2	86	1	14	37	31	47	1	5	47	14	76	76	20	73	56	35	65	97	47	99	11	90	22	58	40	75	78	16	76	18	36	79	34	75	99	81	45	47	99	71	50	64	92	81	51	95	77	45	76	75	33	48	25	76	66	79	33	94	4	29	33	7	20	77	28	18	86	3	58	73	43	48	66	61	91	10	24	97	10	36	70	77	29	9	83	52	76	82	74	88	17	51	24	32	27	47	0	93	41	55	14	85	53	71	86	34	92	2	70	11	82	79	51	52	21	45	91	18	47	72	7	81	69	84	92	49	79	53	27	30	36	40	53	88	0	81	74	37	45	25	14	17	10	91	65	9	3	5	55	23	28	92	56	61	16	56	45	30	18	61	64	88	85	90	76	36	77	62	79	96	8	5	10	47	26	23	42	26	65	68	39	61	56	31	22	20	45	88	83	63	37	12	75	27	63	59	46	3	96	1	20	29	6	87	8	46	86	8	86	13	40	32	37	14	85	13	16	46	54	24	3	52	83	25	40	7	21	24	87	7	89	95	33	94	34	10	84	8	98	14	47	44	95	85	35	72	56	73	63	23	5	27	96	18	26	86	16	85	76	56	84	18	40	15	99	9	26	36	9	78	21	16	87	25	68	44	53	49	64	51	98	7	31	58	46	59	84	95	66	15	52	12	16	18	53	74	41	60	48	85	83	49	68	67	14	31	97	13	97	35	91	96	33	82	35	64	70	28	66	21	7	90	72	11	27	45	19	56	95	98	73	34	34	59	75	90	42	66	59	87	9	40	3	64	28	64	27	50	39	58	64	76	25	62	34	91	17	78	51	20	41	7	9	83	51	70	94	18	69	65	2	51	88	87	21	18	52	6	45	79	93	27	90	47	90	52	32	52	87	17	77	66	40	3	0	91	85	52	65	23	2	2	42	16	31	48	53	27	
