(7155,7595)	(73,70)	(7,47)	(7,6)	(65,90)	(5,21)	(17,20)	(35,94)	(38,77)	(40,24)	(71,67)	(65,6)	(45,22)	(83,53)	(35,71)	(4,11)	(83,28)	(46,13)	(20,27)	(84,55)	(87,49)	(13,27)	(18,69)	(54,83)	(27,65)	(67,79)	(48,56)	(85,82)	(7,8)	(43,72)	(21,82)	(58,60)	(90,72)	(6,94)	(79,34)	(89,88)	(55,60)	(6,93)	(83,55)	(46,2)	(46,50)	(14,8)	(75,19)	(70,34)	(48,38)	(23,39)	(58,61)	(7,70)	(10,61)	(57,30)	(56,76)	(95,80)	(30,95)	(24,95)	(44,42)	(49,30)	(9,73)	(79,35)	(68,69)	(78,36)	(67,80)	(13,18)	(40,89)	(94,38)	(43,80)	(63,19)	(11,32)	(17,7)	(44,18)	(99,57)	(52,29)	(78,47)	(73,2)	(92,1)	(31,22)	(15,65)	(62,25)	(92,93)	(45,57)	(7,26)	(60,8)	(17,10)	(88,91)	(51,9)	(97,83)	(28,87)	(12,96)	(26,65)	(58,92)	(45,96)	(83,69)	(33,62)	(3,90)	(37,28)	(2,98)	(11,27)	(38,14)	(6,4)	(54,12)	(70,93)	(29,69)	(66,41)	(48,29)	(32,28)	(91,55)	(17,25)	(1,10)	(58,65)	(95,50)	(50,3)	(31,80)	(49,38)	(54,89)	(10,43)	(26,36)	(88,1)	(79,46)	(98,55)	(40,49)	(44,12)	(2,65)	(24,77)	(81,18)	(32,80)	(82,34)	(98,14)	(4,50)	(77,49)	(85,82)	(6,92)	(44,34)	(39,69)	(25,70)	(71,85)	(84,59)	(91,25)	(21,79)	(6,86)	(39,41)	(39,45)	(76,65)	(6,73)	(9,61)	(96,54)	(54,69)	(33,28)	(0,27)	(95,35)	(81,63)	(89,32)	
(11,11)	(7368,7408)	(64,74)	(7,62)	(41,30)	(24,88)	(64,73)	(57,40)	(17,40)	(43,45)	(23,46)	(38,71)	(39,32)	(96,62)	(92,14)	(83,43)	(22,6)	(34,97)	(28,8)	(73,14)	(12,2)	(48,7)	(87,56)	(14,19)	(28,98)	(46,98)	(5,85)	(21,65)	(71,32)	(57,34)	(41,32)	(98,86)	(20,18)	(8,41)	(25,3)	(80,29)	(7,64)	(98,81)	(87,16)	(94,76)	(66,18)	(53,42)	(66,39)	(34,14)	(63,67)	(90,32)	(95,3)	(21,86)	(44,52)	(50,78)	(72,61)	(21,18)	(87,50)	(3,94)	(69,23)	(2,57)	(74,51)	(29,10)	(22,47)	(49,65)	(36,38)	(17,39)	(74,90)	(80,46)	(46,42)	(78,20)	(19,61)	(76,29)	(63,91)	(23,55)	(68,71)	(25,18)	(12,53)	(6,65)	(21,33)	(90,71)	(53,43)	(72,89)	(27,8)	(58,10)	(22,93)	(74,76)	(41,3)	(13,87)	(19,51)	(53,28)	(12,63)	(77,56)	(48,40)	(87,89)	(36,1)	(65,59)	(26,12)	(17,78)	(97,55)	(25,60)	(81,6)	(27,6)	(43,63)	(20,92)	(56,30)	(99,4)	(26,18)	(84,43)	(95,64)	(77,90)	(34,39)	(6,98)	(40,7)	(88,55)	(20,74)	(3,54)	(42,48)	(92,97)	(56,5)	(68,11)	(48,20)	(59,96)	(60,42)	(63,54)	(12,41)	(53,33)	(80,15)	(28,64)	(94,94)	(27,64)	(28,92)	(69,56)	(1,50)	(99,26)	(40,73)	(50,61)	(85,85)	(78,8)	(29,86)	(82,41)	(68,87)	(93,42)	(29,49)	(68,4)	(32,64)	(72,36)	(18,55)	(83,39)	(34,46)	(10,28)	(19,91)	(14,93)	(99,86)	(64,67)	
(65,34)	(46,51)	(7165,7540)	(1,73)	(50,11)	(43,44)	(37,96)	(77,54)	(29,15)	(30,99)	(59,28)	(74,3)	(92,0)	(33,13)	(64,57)	(61,54)	(51,26)	(70,43)	(59,63)	(44,39)	(14,80)	(58,28)	(4,23)	(22,29)	(74,39)	(21,36)	(48,74)	(84,34)	(36,18)	(11,27)	(28,91)	(25,94)	(70,96)	(12,44)	(25,41)	(67,12)	(91,15)	(57,39)	(22,90)	(32,4)	(39,35)	(13,23)	(49,73)	(90,54)	(85,86)	(97,53)	(42,65)	(91,50)	(36,22)	(21,67)	(1,79)	(73,38)	(63,98)	(28,1)	(14,89)	(11,20)	(32,40)	(64,19)	(8,21)	(90,20)	(33,88)	(72,9)	(95,38)	(45,22)	(50,60)	(92,86)	(81,88)	(26,82)	(32,79)	(40,70)	(70,75)	(95,95)	(17,62)	(73,16)	(35,8)	(14,5)	(22,14)	(59,89)	(79,91)	(37,86)	(68,39)	(61,79)	(61,98)	(55,89)	(19,50)	(36,34)	(84,56)	(49,34)	(38,17)	(17,74)	(48,75)	(54,59)	(53,93)	(58,11)	(58,95)	(43,7)	(61,27)	(13,84)	(11,1)	(47,85)	(32,48)	(77,13)	(21,33)	(60,57)	(31,60)	(86,50)	(29,61)	(28,20)	(41,64)	(50,97)	(63,79)	(34,59)	(27,35)	(43,47)	(66,10)	(82,16)	(66,45)	(62,27)	(13,98)	(16,65)	(15,23)	(46,2)	(3,24)	(82,39)	(60,68)	(26,30)	(96,63)	(78,3)	(76,48)	(55,3)	(33,65)	(9,41)	(71,56)	(39,61)	(64,30)	(30,40)	(31,43)	(45,83)	(25,80)	(91,47)	(0,28)	(86,29)	(27,90)	(67,80)	(9,89)	(37,92)	(21,93)	(63,99)	(77,6)	(64,65)	
(45,52)	(39,32)	(70,49)	(7364,7049)	(60,98)	(6,34)	(46,44)	(33,61)	(58,80)	(14,23)	(50,17)	(78,15)	(80,16)	(41,54)	(10,56)	(6,14)	(61,79)	(19,41)	(57,53)	(37,25)	(84,19)	(74,18)	(31,58)	(57,67)	(70,45)	(63,58)	(34,16)	(52,38)	(21,31)	(3,73)	(88,15)	(85,49)	(47,87)	(2,30)	(86,49)	(90,3)	(91,26)	(88,26)	(12,51)	(81,24)	(79,94)	(47,73)	(75,56)	(30,31)	(76,64)	(23,38)	(26,56)	(35,83)	(26,55)	(78,1)	(82,87)	(92,13)	(2,47)	(20,99)	(2,71)	(55,6)	(93,98)	(16,20)	(71,73)	(2,54)	(64,87)	(80,70)	(61,61)	(8,85)	(54,78)	(17,60)	(48,17)	(83,25)	(63,62)	(89,63)	(96,98)	(69,7)	(49,79)	(0,28)	(61,31)	(58,18)	(30,52)	(76,93)	(40,72)	(59,83)	(80,2)	(44,87)	(96,89)	(39,3)	(21,63)	(76,14)	(30,8)	(9,15)	(75,4)	(84,33)	(33,31)	(27,63)	(16,95)	(29,74)	(59,3)	(14,24)	(15,18)	(39,7)	(86,18)	(7,95)	(13,62)	(41,20)	(20,14)	(4,75)	(29,57)	(75,10)	(20,3)	(8,54)	(57,32)	(80,17)	(23,29)	(67,49)	(63,2)	(34,79)	(23,83)	(4,75)	(5,15)	(68,24)	(95,90)	(49,23)	(65,6)	(63,8)	(97,44)	(3,11)	(17,32)	(52,71)	(78,26)	(83,53)	(24,46)	(12,45)	(55,66)	(50,78)	(60,99)	(93,78)	(26,45)	(14,50)	(62,99)	(94,50)	(17,83)	(83,77)	(57,41)	(95,92)	(91,2)	(98,25)	(95,90)	(14,10)	(40,78)	(1,26)	(66,68)	(4,7)	
(65,40)	(65,68)	(33,37)	(46,14)	(7219,7448)	(28,24)	(3,8)	(63,65)	(48,45)	(31,22)	(65,60)	(84,63)	(17,0)	(8,95)	(44,11)	(69,89)	(43,67)	(40,25)	(64,37)	(62,30)	(32,34)	(47,94)	(66,85)	(80,51)	(8,80)	(17,46)	(38,23)	(38,97)	(25,3)	(65,69)	(6,93)	(49,22)	(56,60)	(57,67)	(59,97)	(53,60)	(26,1)	(88,81)	(86,70)	(73,68)	(55,90)	(99,19)	(68,63)	(95,88)	(26,95)	(45,24)	(42,70)	(89,57)	(52,10)	(76,72)	(6,1)	(53,27)	(20,62)	(25,95)	(55,45)	(47,84)	(38,92)	(52,7)	(6,18)	(25,12)	(56,66)	(49,14)	(84,93)	(86,0)	(10,27)	(48,33)	(52,47)	(40,86)	(4,12)	(89,30)	(51,34)	(52,3)	(70,62)	(9,95)	(19,3)	(51,42)	(19,54)	(40,74)	(19,59)	(79,50)	(83,83)	(93,27)	(59,64)	(69,63)	(0,8)	(41,96)	(73,71)	(22,61)	(74,95)	(36,20)	(0,40)	(30,48)	(23,95)	(10,19)	(24,35)	(88,74)	(60,35)	(19,44)	(77,63)	(77,45)	(1,93)	(4,16)	(4,25)	(29,23)	(41,16)	(24,60)	(57,90)	(4,3)	(80,46)	(48,51)	(60,98)	(10,42)	(99,71)	(35,94)	(43,58)	(75,20)	(3,40)	(62,98)	(81,11)	(28,23)	(94,37)	(93,85)	(90,88)	(92,12)	(5,87)	(97,49)	(5,64)	(20,85)	(92,62)	(72,31)	(80,5)	(19,72)	(6,72)	(92,30)	(96,14)	(15,26)	(30,93)	(60,38)	(79,10)	(54,41)	(47,25)	(37,77)	(59,24)	(38,35)	(41,9)	(62,61)	(98,1)	(14,89)	(13,74)	(69,51)	
(66,65)	(17,80)	(63,50)	(59,42)	(3,60)	(7647,7615)	(36,83)	(80,74)	(96,20)	(76,67)	(25,71)	(91,50)	(38,87)	(30,21)	(93,15)	(31,30)	(70,66)	(55,15)	(45,35)	(55,38)	(54,35)	(10,30)	(95,59)	(70,56)	(71,4)	(71,17)	(50,96)	(44,95)	(18,50)	(63,46)	(28,94)	(31,49)	(89,59)	(84,74)	(35,52)	(43,30)	(39,0)	(78,60)	(73,85)	(59,79)	(50,83)	(64,62)	(49,58)	(25,88)	(55,26)	(61,69)	(99,2)	(30,75)	(38,7)	(79,56)	(95,45)	(83,59)	(35,17)	(36,81)	(27,53)	(57,66)	(66,50)	(31,31)	(28,56)	(22,91)	(99,95)	(4,37)	(57,8)	(13,96)	(34,1)	(17,18)	(12,38)	(59,36)	(92,20)	(46,51)	(71,71)	(65,7)	(61,31)	(22,8)	(57,74)	(10,33)	(41,41)	(43,55)	(51,96)	(59,43)	(79,35)	(82,39)	(7,7)	(70,15)	(81,4)	(13,50)	(52,31)	(66,38)	(61,83)	(84,36)	(3,44)	(87,89)	(53,73)	(68,82)	(55,98)	(31,21)	(84,32)	(90,92)	(87,8)	(5,21)	(39,65)	(45,87)	(7,6)	(70,0)	(98,67)	(4,80)	(23,14)	(63,41)	(84,69)	(1,71)	(39,27)	(8,41)	(74,16)	(97,36)	(60,81)	(9,92)	(92,95)	(81,58)	(6,82)	(67,77)	(82,1)	(39,99)	(35,12)	(75,9)	(61,75)	(71,97)	(71,81)	(95,24)	(12,43)	(58,60)	(62,46)	(3,0)	(71,54)	(3,50)	(44,1)	(2,24)	(71,79)	(13,74)	(93,55)	(43,90)	(56,97)	(10,93)	(73,38)	(12,94)	(14,69)	(71,72)	(54,39)	(74,65)	(21,2)	(25,8)	
(39,70)	(1,51)	(21,76)	(37,1)	(42,52)	(18,45)	(7033,7366)	(3,92)	(35,86)	(0,46)	(30,39)	(27,17)	(53,37)	(65,63)	(68,35)	(26,56)	(98,86)	(82,39)	(65,34)	(5,27)	(34,6)	(10,94)	(26,14)	(9,21)	(92,40)	(43,26)	(68,86)	(1,10)	(95,19)	(67,93)	(84,56)	(2,12)	(82,85)	(8,62)	(11,0)	(32,94)	(29,1)	(4,47)	(15,22)	(69,84)	(62,73)	(54,98)	(25,60)	(89,3)	(5,13)	(75,49)	(1,54)	(49,51)	(17,18)	(78,36)	(64,85)	(11,8)	(96,64)	(85,10)	(93,40)	(21,20)	(83,73)	(58,40)	(4,34)	(66,65)	(11,64)	(14,49)	(78,38)	(67,20)	(45,78)	(77,12)	(32,57)	(64,63)	(55,92)	(15,90)	(72,84)	(0,55)	(5,3)	(57,73)	(50,3)	(36,7)	(93,23)	(15,50)	(48,72)	(25,51)	(99,97)	(92,8)	(95,73)	(9,61)	(78,24)	(69,19)	(68,97)	(35,96)	(37,32)	(1,78)	(76,56)	(64,96)	(51,50)	(94,69)	(12,43)	(79,92)	(27,50)	(63,35)	(65,49)	(93,28)	(92,9)	(32,69)	(68,48)	(81,95)	(6,40)	(14,1)	(96,69)	(41,10)	(68,15)	(8,92)	(40,99)	(15,3)	(68,18)	(70,9)	(93,92)	(21,67)	(11,31)	(34,4)	(94,29)	(58,92)	(26,9)	(66,56)	(30,9)	(23,12)	(21,88)	(60,69)	(4,42)	(19,32)	(44,56)	(42,42)	(0,63)	(63,62)	(97,53)	(82,28)	(4,19)	(10,71)	(95,66)	(75,22)	(36,69)	(59,45)	(66,85)	(30,15)	(86,65)	(66,39)	(97,93)	(46,79)	(10,86)	(14,16)	(39,76)	(33,69)	
(46,0)	(2,77)	(33,42)	(69,32)	(92,3)	(15,63)	(79,13)	(8032,7844)	(28,32)	(60,64)	(3,30)	(83,68)	(67,15)	(40,75)	(81,95)	(31,44)	(69,99)	(83,15)	(78,94)	(24,71)	(62,61)	(36,49)	(74,9)	(83,86)	(6,71)	(45,82)	(36,4)	(83,13)	(73,58)	(94,35)	(4,67)	(79,62)	(44,33)	(34,27)	(60,53)	(2,81)	(1,11)	(44,49)	(99,50)	(71,54)	(59,96)	(92,30)	(85,77)	(73,14)	(80,61)	(11,11)	(90,15)	(13,90)	(94,16)	(67,2)	(74,95)	(35,87)	(6,93)	(12,36)	(46,48)	(80,20)	(80,32)	(52,66)	(34,90)	(95,87)	(64,88)	(56,68)	(69,1)	(71,64)	(7,81)	(77,67)	(93,24)	(62,64)	(64,96)	(33,32)	(88,79)	(2,28)	(15,49)	(70,55)	(12,81)	(83,39)	(30,20)	(13,78)	(55,83)	(34,76)	(31,41)	(53,59)	(68,16)	(25,49)	(64,90)	(48,61)	(8,87)	(68,49)	(82,69)	(74,71)	(58,92)	(82,67)	(41,51)	(22,52)	(68,55)	(14,41)	(43,90)	(99,21)	(59,39)	(98,70)	(80,96)	(56,55)	(99,48)	(44,12)	(85,94)	(12,94)	(24,57)	(35,27)	(26,26)	(71,10)	(74,75)	(95,99)	(14,42)	(7,70)	(42,65)	(98,42)	(90,50)	(76,52)	(68,2)	(96,68)	(58,46)	(20,43)	(39,14)	(96,97)	(39,73)	(71,46)	(19,33)	(64,83)	(76,19)	(21,30)	(2,98)	(41,6)	(62,5)	(75,3)	(63,89)	(65,94)	(35,55)	(50,15)	(77,66)	(11,48)	(62,37)	(20,93)	(59,20)	(78,13)	(57,35)	(72,0)	(2,70)	(79,93)	(58,59)	(46,26)	
(58,57)	(72,43)	(45,78)	(93,13)	(5,38)	(75,4)	(68,26)	(28,55)	(7196,6974)	(14,13)	(45,85)	(82,86)	(4,60)	(72,62)	(65,50)	(32,19)	(21,46)	(55,73)	(66,7)	(80,54)	(2,20)	(80,20)	(84,27)	(72,28)	(17,81)	(31,93)	(44,64)	(99,40)	(75,18)	(24,80)	(28,10)	(30,69)	(68,45)	(34,93)	(25,18)	(84,91)	(30,1)	(15,72)	(91,52)	(82,58)	(38,83)	(50,62)	(25,58)	(12,1)	(53,72)	(60,27)	(19,50)	(38,1)	(16,57)	(48,35)	(58,4)	(88,87)	(21,46)	(8,31)	(67,30)	(95,29)	(64,23)	(13,30)	(32,62)	(2,66)	(6,50)	(58,66)	(5,20)	(33,17)	(53,78)	(6,43)	(17,29)	(61,38)	(6,78)	(81,19)	(6,33)	(22,93)	(30,8)	(23,80)	(97,9)	(19,97)	(2,35)	(90,40)	(11,10)	(34,19)	(3,62)	(35,13)	(9,96)	(42,8)	(90,78)	(88,7)	(25,4)	(55,66)	(81,3)	(41,16)	(67,43)	(97,24)	(80,35)	(18,79)	(45,52)	(37,69)	(94,87)	(99,89)	(27,18)	(55,26)	(49,49)	(40,79)	(92,95)	(98,65)	(29,0)	(57,58)	(47,79)	(79,74)	(82,52)	(40,26)	(3,51)	(19,69)	(21,17)	(18,31)	(83,50)	(64,18)	(91,52)	(14,34)	(63,32)	(0,68)	(54,74)	(94,39)	(25,73)	(54,7)	(86,7)	(75,73)	(33,86)	(99,82)	(85,81)	(77,47)	(13,17)	(14,9)	(64,39)	(77,58)	(45,48)	(52,56)	(43,66)	(29,41)	(45,23)	(21,82)	(41,15)	(76,28)	(70,79)	(9,36)	(90,26)	(51,61)	(33,87)	(28,91)	(15,53)	(61,51)	
(58,9)	(50,35)	(40,29)	(34,34)	(92,89)	(31,46)	(85,79)	(35,55)	(93,27)	(7150,6889)	(16,14)	(82,3)	(38,25)	(34,26)	(58,91)	(14,20)	(3,40)	(33,34)	(62,20)	(10,85)	(56,55)	(44,28)	(45,34)	(37,16)	(72,82)	(15,10)	(5,60)	(86,77)	(57,29)	(75,84)	(57,43)	(48,10)	(78,55)	(85,2)	(27,8)	(7,26)	(79,32)	(3,82)	(21,81)	(69,70)	(13,63)	(22,0)	(81,5)	(91,3)	(8,29)	(63,73)	(5,87)	(94,17)	(23,0)	(38,76)	(96,7)	(46,53)	(44,44)	(38,16)	(11,89)	(14,1)	(93,26)	(14,40)	(0,67)	(62,74)	(59,43)	(61,97)	(79,15)	(23,45)	(87,81)	(60,44)	(56,43)	(3,31)	(36,43)	(43,65)	(38,44)	(39,95)	(35,97)	(75,33)	(15,16)	(14,97)	(23,25)	(35,53)	(49,8)	(65,1)	(33,40)	(18,21)	(23,62)	(73,36)	(61,50)	(55,86)	(22,15)	(95,87)	(39,65)	(61,4)	(73,70)	(89,81)	(23,62)	(19,60)	(17,56)	(98,6)	(33,16)	(21,75)	(42,86)	(70,15)	(98,15)	(73,26)	(76,19)	(91,79)	(17,18)	(96,36)	(14,95)	(9,13)	(63,38)	(18,95)	(11,1)	(91,15)	(72,81)	(14,40)	(84,61)	(60,56)	(71,23)	(75,58)	(7,54)	(87,84)	(26,13)	(7,38)	(43,42)	(19,51)	(56,0)	(8,26)	(17,33)	(96,29)	(45,71)	(6,65)	(17,74)	(32,93)	(17,23)	(99,45)	(55,70)	(63,85)	(33,68)	(96,42)	(91,75)	(83,95)	(60,2)	(33,44)	(57,26)	(53,51)	(60,89)	(16,61)	(69,65)	(94,92)	(51,97)	(62,8)	
