(6580,6369)	(38,86)	(90,55)	(53,25)	(94,88)	(17,40)	(43,73)	(66,2)	(27,93)	(92,62)	(85,63)	(20,3)	(88,7)	(41,32)	(44,8)	(58,42)	(75,86)	(13,37)	(66,29)	(24,7)	(88,27)	(92,1)	(75,83)	(71,14)	(46,79)	(15,83)	(93,99)	(39,48)	(27,30)	(80,35)	(49,99)	(32,98)	(76,40)	(77,93)	(65,76)	(14,2)	(38,95)	(78,52)	(24,83)	(77,38)	(55,60)	(50,60)	(10,79)	(38,90)	(19,54)	(22,76)	(36,50)	(83,34)	(76,30)	(79,93)	(48,75)	(2,93)	(58,53)	(47,53)	(99,2)	(23,84)	(11,24)	(64,93)	(21,71)	(66,61)	(28,51)	(8,91)	(94,59)	(39,60)	(98,39)	(62,33)	(59,83)	(81,62)	(58,17)	(75,80)	(64,11)	(58,61)	(74,48)	(78,2)	(1,21)	(57,25)	(86,18)	(5,64)	(25,31)	(2,86)	(71,8)	(98,21)	(98,96)	(54,24)	(92,29)	(27,93)	(3,19)	(41,81)	(76,36)	(14,19)	(5,74)	(18,14)	(92,11)	(46,95)	(89,49)	(58,55)	(27,64)	(23,49)	(48,17)	(69,22)	(42,56)	(98,64)	(84,45)	(80,53)	(80,79)	(19,60)	(80,25)	(5,89)	(20,5)	(21,33)	(0,66)	(34,7)	(66,32)	(30,21)	(82,23)	(55,6)	(0,20)	(44,86)	(94,47)	(23,15)	(91,93)	(70,89)	(23,68)	(83,76)	(76,69)	
(56,77)	(6583,5831)	(28,56)	(42,29)	(24,65)	(15,83)	(92,2)	(50,61)	(11,54)	(67,8)	(81,20)	(33,54)	(86,75)	(31,5)	(5,62)	(55,65)	(42,87)	(84,56)	(52,3)	(44,9)	(86,68)	(65,97)	(12,5)	(27,78)	(29,76)	(83,5)	(94,21)	(79,83)	(41,27)	(1,34)	(87,1)	(36,69)	(98,35)	(69,29)	(16,1)	(83,17)	(32,99)	(33,24)	(30,57)	(83,74)	(97,93)	(91,9)	(74,23)	(65,89)	(76,8)	(62,21)	(74,58)	(69,31)	(80,42)	(34,41)	(34,67)	(31,54)	(46,31)	(92,5)	(44,12)	(87,68)	(14,24)	(20,55)	(68,0)	(45,62)	(2,45)	(25,57)	(85,64)	(54,42)	(0,32)	(64,60)	(55,9)	(92,70)	(63,75)	(25,78)	(27,44)	(2,27)	(38,30)	(44,49)	(66,24)	(38,15)	(52,39)	(46,97)	(77,8)	(49,48)	(57,0)	(90,54)	(67,58)	(95,35)	(8,56)	(29,84)	(86,53)	(20,69)	(75,15)	(50,90)	(18,88)	(52,73)	(7,65)	(94,31)	(10,1)	(12,4)	(1,55)	(84,60)	(93,35)	(67,63)	(25,66)	(74,27)	(3,32)	(94,93)	(86,86)	(99,78)	(85,76)	(96,74)	(4,4)	(11,78)	(80,12)	(94,17)	(2,8)	(35,40)	(26,88)	(60,20)	(10,8)	(82,44)	(88,60)	(71,47)	(51,95)	(69,44)	(27,63)	(69,76)	(66,79)	
(55,36)	(72,45)	(5941,6466)	(6,96)	(95,19)	(23,20)	(46,27)	(49,37)	(62,11)	(95,26)	(6,31)	(79,22)	(7,14)	(67,18)	(4,87)	(6,91)	(3,22)	(53,59)	(57,98)	(73,90)	(66,23)	(31,93)	(3,2)	(13,40)	(77,78)	(34,80)	(35,26)	(94,75)	(63,52)	(46,51)	(45,64)	(31,93)	(95,77)	(5,79)	(20,31)	(57,20)	(75,50)	(56,50)	(35,62)	(64,55)	(93,83)	(25,68)	(45,51)	(57,0)	(29,90)	(27,49)	(6,89)	(26,80)	(40,2)	(24,73)	(88,55)	(57,12)	(60,77)	(62,87)	(19,34)	(98,80)	(34,2)	(91,3)	(98,19)	(24,55)	(46,99)	(54,95)	(23,47)	(60,36)	(86,53)	(3,29)	(30,17)	(49,64)	(63,3)	(46,43)	(51,59)	(89,14)	(31,71)	(89,75)	(72,17)	(91,69)	(58,40)	(69,57)	(84,29)	(15,41)	(13,73)	(25,48)	(70,41)	(22,67)	(98,17)	(95,16)	(11,85)	(59,20)	(85,13)	(34,93)	(31,70)	(71,2)	(44,65)	(42,51)	(96,4)	(85,76)	(73,35)	(7,76)	(16,93)	(43,13)	(11,66)	(94,9)	(2,95)	(39,96)	(32,12)	(6,49)	(65,82)	(19,79)	(22,17)	(36,77)	(57,75)	(74,51)	(53,98)	(55,14)	(32,42)	(88,61)	(19,55)	(18,82)	(13,50)	(74,69)	(12,73)	(9,84)	(77,24)	(3,90)	(78,61)	
(13,59)	(28,79)	(78,83)	(6456,6815)	(65,35)	(82,1)	(45,79)	(43,72)	(16,53)	(51,99)	(1,60)	(80,84)	(26,80)	(0,92)	(65,56)	(88,97)	(65,44)	(77,5)	(76,97)	(31,25)	(84,22)	(23,56)	(79,23)	(69,1)	(75,45)	(34,14)	(10,60)	(46,54)	(57,76)	(1,74)	(47,47)	(14,67)	(69,57)	(93,36)	(11,73)	(82,41)	(45,99)	(94,14)	(15,99)	(93,38)	(2,9)	(71,6)	(56,86)	(31,83)	(2,69)	(6,23)	(16,41)	(2,22)	(96,2)	(58,79)	(83,34)	(83,84)	(56,31)	(48,28)	(18,38)	(38,71)	(33,66)	(15,31)	(23,73)	(88,38)	(13,2)	(96,90)	(3,67)	(87,36)	(44,25)	(34,12)	(63,62)	(85,65)	(45,26)	(23,84)	(20,65)	(56,1)	(19,15)	(69,82)	(3,46)	(64,2)	(93,16)	(94,65)	(82,77)	(37,70)	(91,71)	(29,70)	(25,94)	(29,75)	(59,67)	(30,99)	(93,63)	(96,78)	(69,93)	(10,45)	(84,88)	(99,45)	(68,66)	(36,63)	(19,82)	(12,33)	(70,3)	(57,60)	(43,92)	(57,24)	(99,43)	(29,93)	(40,69)	(65,68)	(43,80)	(28,41)	(61,8)	(98,82)	(48,10)	(71,36)	(91,14)	(69,47)	(1,51)	(84,88)	(98,44)	(37,67)	(54,81)	(57,83)	(75,78)	(99,85)	(53,59)	(25,59)	(68,70)	(55,76)	(30,12)	
(42,34)	(59,54)	(92,19)	(49,53)	(6135,6025)	(59,44)	(61,86)	(25,47)	(40,47)	(99,63)	(98,91)	(49,17)	(3,29)	(69,77)	(98,17)	(93,94)	(19,90)	(26,73)	(34,24)	(5,27)	(90,0)	(85,11)	(51,37)	(29,35)	(88,52)	(88,45)	(68,75)	(22,33)	(39,97)	(21,12)	(23,37)	(32,76)	(76,53)	(10,43)	(40,18)	(83,74)	(99,65)	(30,4)	(35,83)	(38,25)	(35,60)	(22,94)	(97,52)	(14,57)	(16,12)	(65,61)	(27,27)	(32,90)	(63,88)	(16,18)	(11,60)	(55,98)	(97,31)	(43,75)	(80,51)	(35,99)	(4,96)	(50,88)	(14,5)	(41,39)	(77,99)	(8,16)	(20,16)	(0,78)	(73,83)	(72,33)	(96,54)	(77,27)	(44,38)	(94,28)	(39,7)	(12,31)	(21,11)	(83,54)	(31,55)	(93,93)	(36,13)	(23,90)	(99,76)	(48,85)	(98,13)	(68,4)	(70,10)	(46,30)	(72,83)	(57,11)	(52,24)	(42,67)	(80,10)	(25,32)	(12,30)	(8,69)	(43,24)	(76,37)	(80,13)	(73,87)	(1,82)	(58,31)	(56,9)	(5,33)	(49,54)	(28,60)	(11,48)	(8,14)	(14,56)	(76,82)	(8,69)	(1,10)	(19,0)	(29,2)	(30,50)	(46,93)	(84,15)	(57,66)	(33,42)	(74,33)	(46,94)	(98,56)	(95,3)	(70,16)	(55,74)	(1,76)	(92,81)	(33,28)	(84,98)	
(7,73)	(52,9)	(81,28)	(6,37)	(66,7)	(6055,6980)	(72,72)	(87,29)	(70,48)	(68,77)	(11,71)	(19,38)	(88,85)	(7,35)	(33,30)	(89,87)	(53,19)	(17,76)	(65,96)	(75,24)	(39,40)	(20,69)	(3,80)	(11,92)	(54,88)	(87,37)	(53,20)	(51,4)	(8,38)	(39,75)	(28,35)	(24,66)	(29,91)	(83,99)	(12,84)	(98,60)	(56,90)	(28,57)	(55,33)	(79,10)	(52,31)	(22,0)	(27,45)	(7,63)	(48,7)	(25,20)	(35,74)	(55,84)	(83,69)	(34,49)	(34,12)	(35,19)	(77,73)	(79,81)	(12,71)	(30,57)	(56,96)	(14,38)	(47,97)	(98,49)	(28,97)	(70,14)	(55,98)	(12,87)	(83,43)	(64,61)	(14,58)	(5,30)	(41,52)	(16,99)	(57,27)	(96,63)	(77,71)	(14,87)	(94,49)	(21,47)	(47,23)	(25,97)	(28,84)	(29,49)	(52,7)	(51,73)	(70,61)	(60,2)	(49,92)	(31,66)	(52,89)	(6,35)	(81,90)	(86,47)	(23,68)	(78,26)	(66,6)	(19,6)	(94,99)	(30,49)	(96,93)	(46,52)	(56,79)	(44,93)	(18,68)	(57,70)	(87,32)	(47,64)	(82,58)	(38,55)	(92,75)	(60,32)	(61,74)	(90,79)	(32,0)	(33,55)	(9,14)	(46,98)	(65,97)	(62,77)	(81,97)	(73,66)	(59,29)	(3,60)	(21,21)	(23,73)	(91,17)	(51,35)	(60,62)	
(23,3)	(88,46)	(72,86)	(58,75)	(56,90)	(49,76)	(6166,6355)	(3,40)	(67,39)	(86,10)	(86,67)	(4,3)	(85,95)	(67,78)	(14,15)	(53,1)	(52,43)	(38,56)	(53,32)	(38,82)	(63,23)	(33,64)	(77,40)	(15,43)	(49,79)	(37,18)	(89,56)	(25,7)	(6,73)	(85,92)	(93,80)	(15,85)	(73,52)	(52,96)	(71,48)	(50,86)	(84,51)	(38,28)	(80,55)	(26,27)	(75,56)	(23,40)	(93,23)	(75,51)	(22,34)	(77,23)	(19,82)	(32,75)	(42,16)	(97,62)	(0,44)	(3,44)	(25,23)	(17,35)	(23,22)	(91,77)	(22,3)	(9,12)	(80,8)	(49,93)	(41,18)	(73,66)	(33,20)	(0,38)	(21,12)	(97,62)	(98,93)	(52,21)	(92,74)	(50,7)	(10,94)	(83,71)	(34,8)	(18,50)	(88,64)	(59,63)	(2,95)	(35,61)	(99,67)	(93,69)	(72,75)	(44,25)	(14,54)	(98,77)	(94,33)	(75,43)	(61,62)	(12,58)	(27,86)	(2,58)	(6,79)	(26,88)	(50,18)	(18,36)	(65,67)	(1,2)	(64,95)	(87,25)	(80,17)	(15,4)	(46,52)	(30,95)	(51,59)	(9,86)	(53,38)	(41,17)	(42,84)	(84,60)	(70,38)	(7,99)	(30,75)	(55,64)	(65,88)	(37,19)	(80,50)	(62,95)	(98,6)	(14,59)	(10,60)	(7,0)	(99,27)	(80,93)	(59,16)	(12,2)	(43,89)	
(87,16)	(32,19)	(15,95)	(66,15)	(53,94)	(36,40)	(0,95)	(6602,6353)	(84,10)	(60,78)	(90,38)	(86,99)	(7,54)	(63,40)	(92,99)	(72,61)	(40,93)	(51,59)	(90,80)	(11,34)	(60,1)	(51,61)	(45,45)	(62,4)	(42,1)	(91,98)	(55,78)	(27,68)	(20,19)	(75,61)	(8,25)	(56,88)	(85,47)	(80,44)	(1,62)	(31,14)	(46,90)	(30,48)	(57,33)	(62,60)	(72,92)	(40,66)	(87,48)	(60,74)	(19,35)	(23,21)	(50,39)	(94,55)	(70,93)	(63,34)	(34,86)	(18,9)	(72,94)	(73,55)	(64,34)	(96,80)	(81,19)	(24,28)	(25,4)	(76,51)	(48,37)	(0,41)	(83,76)	(9,51)	(63,56)	(57,53)	(71,55)	(93,53)	(61,48)	(60,68)	(33,74)	(66,44)	(63,28)	(37,54)	(36,61)	(55,69)	(66,65)	(40,39)	(7,61)	(53,74)	(47,99)	(61,57)	(1,94)	(99,32)	(16,65)	(84,41)	(65,41)	(75,9)	(64,32)	(54,18)	(95,23)	(42,26)	(23,36)	(57,0)	(26,41)	(43,78)	(67,59)	(88,34)	(83,54)	(12,13)	(60,96)	(45,89)	(33,12)	(48,85)	(85,62)	(56,59)	(43,52)	(44,29)	(17,70)	(43,8)	(79,89)	(50,25)	(47,16)	(60,9)	(47,76)	(37,43)	(70,34)	(57,32)	(43,55)	(74,62)	(46,43)	(9,81)	(64,1)	(93,66)	(5,98)	
(76,0)	(78,1)	(67,53)	(48,64)	(87,24)	(37,56)	(46,47)	(14,82)	(5455,5947)	(74,78)	(19,86)	(52,52)	(70,13)	(17,77)	(59,57)	(43,66)	(63,63)	(28,0)	(94,31)	(29,21)	(8,53)	(4,31)	(4,6)	(51,23)	(71,43)	(24,23)	(99,69)	(38,76)	(48,90)	(9,17)	(7,22)	(29,44)	(89,54)	(91,36)	(14,17)	(29,30)	(10,76)	(26,32)	(80,28)	(17,67)	(89,76)	(30,36)	(63,44)	(30,53)	(87,20)	(84,24)	(60,82)	(32,60)	(6,40)	(87,72)	(33,84)	(82,9)	(5,28)	(52,3)	(65,0)	(71,62)	(15,57)	(30,33)	(12,77)	(36,15)	(16,20)	(59,86)	(55,93)	(99,96)	(37,13)	(33,52)	(76,15)	(7,40)	(32,6)	(93,72)	(0,51)	(17,84)	(35,5)	(19,85)	(95,97)	(76,62)	(25,30)	(37,1)	(9,54)	(22,27)	(40,59)	(40,67)	(23,31)	(57,73)	(9,57)	(54,47)	(17,52)	(39,45)	(13,33)	(22,10)	(55,51)	(83,26)	(14,45)	(90,54)	(96,74)	(9,96)	(77,79)	(12,95)	(70,28)	(6,19)	(82,26)	(34,57)	(32,12)	(30,53)	(11,9)	(58,7)	(15,20)	(96,36)	(53,85)	(14,45)	(40,64)	(9,81)	(13,76)	(49,59)	(4,77)	(2,26)	(40,76)	(61,4)	(13,82)	(97,85)	(96,24)	(75,60)	(86,27)	(7,86)	(12,64)	
(55,81)	(81,89)	(16,0)	(16,67)	(30,87)	(3,6)	(71,0)	(59,81)	(47,87)	(5931,5818)	(3,95)	(81,98)	(33,38)	(45,73)	(1,79)	(41,54)	(7,52)	(2,60)	(89,31)	(32,8)	(72,77)	(83,34)	(3,42)	(45,29)	(48,27)	(68,13)	(73,97)	(81,35)	(8,57)	(89,58)	(94,25)	(79,15)	(14,14)	(19,66)	(10,38)	(18,84)	(74,4)	(57,56)	(63,73)	(98,30)	(6,41)	(40,21)	(14,27)	(74,0)	(47,61)	(27,63)	(39,52)	(93,71)	(46,42)	(96,11)	(85,49)	(84,52)	(68,35)	(86,80)	(84,90)	(58,26)	(38,74)	(24,9)	(37,40)	(53,5)	(10,6)	(92,18)	(22,64)	(54,96)	(63,21)	(5,35)	(63,11)	(40,12)	(38,11)	(8,80)	(70,76)	(30,99)	(79,49)	(17,11)	(60,81)	(4,79)	(72,51)	(63,42)	(30,62)	(26,20)	(11,43)	(67,38)	(28,32)	(54,17)	(19,43)	(77,29)	(57,8)	(73,19)	(51,27)	(58,1)	(33,54)	(13,60)	(30,29)	(96,26)	(18,98)	(74,18)	(84,71)	(77,57)	(68,14)	(88,1)	(36,20)	(85,99)	(21,53)	(47,37)	(92,76)	(67,42)	(45,18)	(24,9)	(37,47)	(92,60)	(79,19)	(17,13)	(4,78)	(12,90)	(3,43)	(36,46)	(33,70)	(7,95)	(5,68)	(41,48)	(0,70)	(41,70)	(88,57)	(75,35)	(26,90)	
